camera_id,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms
right,628233800,247,628233800,247,634248166,247,688477170,247,706096162,247,707554131,6.014,54.229,17.619,1.458,73.306,79.320,-19.705,-51.606
left,779901248,247,779901248,247,788392503,247,788510276,247,804151296,247,805608826,8.491,0.118,15.641,1.458,17.216,25.708,,
front,760400667,247,760400667,247,768254309,247,788510276,247,805184413,247,806263172,7.854,20.256,16.674,1.079,38.009,45.863,,
right,728241507,247,728241507,247,735038972,247,788510276,247,806337524,247,808544319,6.797,53.471,17.827,2.207,73.505,80.303,-19.501,-51.660
left,879955091,247,879955091,247,888589175,247,888732756,247,904168969,247,905537981,8.634,0.144,15.436,1.369,16.949,25.583,,
front,860154536,247,860154536,247,868157549,247,888732756,247,905209484,247,906620188,8.003,20.575,16.477,1.411,38.463,46.466,,
right,828217742,247,828217742,247,836275805,247,888732756,247,906487003,247,907940583,8.058,52.457,17.754,1.454,71.665,79.723,-19.801,-51.737
left,979846038,247,979846038,247,992408253,247,992506304,248,007950224,248,009496257,12.562,0.098,15.444,1.546,17.088,29.650,,
front,960499536,247,960499536,247,970270600,247,992506304,248,008999085,248,010270541,9.771,22.236,16.493,1.271,40.000,49.771,,
right,928223275,247,928223275,247,934135016,247,992506304,248,010200004,248,011721014,5.912,58.371,17.694,1.521,77.586,83.498,-19.347,-51.623
left,79901167,248,079901167,248,088727263,248,088843016,248,105614806,248,107046293,8.826,0.116,16.772,1.431,18.319,27.145,,
front,59844922,248,059844922,248,070205340,248,088843016,248,106635763,248,108041060,10.360,18.638,17.793,1.405,37.836,48.196,,
right,28224198,248,028224198,248,036418636,248,088843016,248,107953595,248,109377310,8.194,52.424,19.111,1.424,72.959,81.153,-20.056,-51.677
left,179907929,248,179907929,248,188560876,248,188657628,248,203843051,248,205300530,8.653,0.097,15.185,1.457,16.740,25.393,,
front,160311885,248,160311885,248,167971729,248,188657628,248,204856975,248,206116386,7.660,20.686,16.199,1.259,38.145,45.805,,
right,128212068,248,128212068,248,136870299,248,188657628,248,206146164,248,207430999,8.658,51.787,17.489,1.285,70.561,79.219,-19.596,-51.696
left,279920597,248,279920597,248,291813295,248,291953276,248,307205801,248,308621047,11.893,0.140,15.253,1.415,16.808,28.700,,
front,260083841,248,260083841,248,267635681,248,291953276,248,308211390,248,309425368,7.552,24.318,16.258,1.214,41.790,49.342,,
right,228245034,248,228245034,248,234281753,248,291953276,248,309365377,248,311651449,6.037,57.672,17.412,2.286,77.370,83.406,-19.837,-51.676
left,379881226,248,379881226,248,389310644,248,389418033,248,406723717,248,408384229,9.429,0.107,17.306,1.661,19.074,28.503,,
front,360281711,248,360281711,248,367848754,248,389418033,248,407848900,248,409213818,7.567,21.569,18.431,1.365,41.365,48.932,,
right,328254587,248,328254587,248,335519027,248,389418033,248,409229878,248,410659291,7.264,53.899,19.812,1.429,75.140,82.405,-19.600,-51.627
left,479855007,248,479855007,248,491322792,248,491446332,248,506759213,248,508393080,11.468,0.124,15.313,1.634,17.070,28.538,,
front,460072910,248,460072910,248,469881693,248,491446332,248,507850964,248,509281308,9.809,21.565,16.405,1.430,39.400,49.208,,
right,428173128,248,428173128,248,436895423,248,491446332,248,509313753,248,511392544,8.722,54.551,17.867,2.079,74.497,83.219,-19.782,-51.682
left,579892150,248,579892150,248,590793098,248,590884028,248,606930158,248,608405081,10.901,0.091,16.046,1.475,17.612,28.513,,
front,559985831,248,559985831,248,567698223,248,590884028,248,607946488,248,609420204,7.712,23.186,17.062,1.474,41.722,49.434,,
right,528224250,248,528224250,248,534495669,248,590884028,248,609286203,248,610751650,6.271,56.388,18.402,1.465,76.256,82.527,-19.906,-51.668
left,679928195,248,679928195,248,689406236,248,689519743,248,704640814,248,706249817,9.478,0.114,15.121,1.609,16.844,26.322,,
front,660296608,248,660296608,248,669177961,248,689519743,248,705646422,248,706829252,8.881,20.342,16.127,1.183,37.651,46.533,,
right,628256966,248,628256966,248,634369671,248,689519743,248,706815662,248,708127107,6.113,55.150,17.296,1.311,73.757,79.870,-19.632,-51.671
left,779916309,248,779916309,248,788350419,248,788454268,248,804045893,248,805687872,8.434,0.104,15.592,1.642,17.337,25.772,,
front,760023216,248,760023216,248,767437894,248,788454268,248,805078711,248,806150758,7.415,21.016,16.624,1.072,38.713,46.128,,
right,728244913,248,728244913,248,734314645,248,788454268,248,806271478,248,808398713,6.070,54.140,17.817,2.127,74.084,80.154,-19.893,-51.671
left,879945310,248,879945310,248,893929460,248,894075790,248,909526556,248,910927947,13.984,0.146,15.451,1.401,16.998,30.983,,
front,860319950,248,860319950,248,867827781,248,894075790,248,910536960,248,911885948,7.508,26.248,16.461,1.349,44.058,51.566,,
right,828237590,248,828237590,248,834407003,248,894075790,248,911727608,248,913785562,6.169,59.669,17.652,2.058,79.379,85.548,-19.625,-51.708
left,979950391,248,979950391,248,991931825,248,992047582,249,008009576,249,009578744,11.981,0.116,15.962,1.569,17.647,29.628,,
front,960034774,248,960034774,248,970065345,248,992047582,249,009068962,249,010214297,10.031,21.982,17.021,1.145,40.149,50.180,,
right,928277203,248,928277203,248,934632236,248,992047582,249,010196581,249,011604379,6.355,57.415,18.149,1.408,76.972,83.327,-19.916,-51.673
left,79932597,249,079932597,249,088993158,249,089124040,249,104968462,249,106617132,9.061,0.131,15.844,1.649,17.624,26.685,,
front,59993808,249,059993808,249,067683211,249,089124040,249,105980873,249,107261586,7.689,21.441,16.857,1.281,39.578,47.268,,
right,28263458,249,028263458,249,036688519,249,089124040,249,107240969,249,108476383,8.425,52.436,18.117,1.235,71.788,80.213,-19.939,-51.669
left,179885848,249,179885848,249,191293645,249,191380216,249,206798099,249,208452164,11.408,0.087,15.418,1.654,17.159,28.566,,
front,160208030,249,160208030,249,167575986,249,191380216,249,207816136,249,208983261,7.368,23.804,16.436,1.167,41.407,48.775,,
right,128254281,249,128254281,249,136027259,249,191380216,249,208989501,249,210443198,7.773,55.353,17.609,1.454,74.416,82.189,-19.678,-51.632
left,347439578,249,347439578,249,355867124,249,355972213,249,373716714,249,375216650,8.428,0.105,17.745,1.500,19.350,27.777,,
front,260072589,249,260072589,249,368705310,249,355972213,249,374810303,249,376125882,108.633,-12.733,18.838,1.316,7.421,116.053,,
right,328204471,249,328204471,249,334466386,249,355972213,249,376141544,249,377443528,6.262,21.506,20.169,1.302,42.977,49.239,-87.367,-19.235
left,379886674,249,379886674,249,389307890,249,468856760,249,484301341,249,485683242,9.421,79.549,15.445,1.382,96.375,105.797,,
front,460214779,249,460214779,249,468765734,249,468856760,249,485315667,249,486486240,8.551,0.091,16.459,1.171,17.721,26.271,,
right,428228430,249,428228430,249,434467879,249,468856760,249,486397113,249,487667293,6.239,34.389,17.540,1.270,53.199,59.439,80.328,48.342
left,547416541,249,547416541,249,558921660,249,567880525,249,583107365,249,584614746,11.505,8.959,15.227,1.507,25.693,37.198,,
front,559998417,249,559998417,249,567761557,249,567880525,249,584205747,249,585695973,7.763,0.119,16.325,1.490,17.934,25.698,,
right,528212621,249,528212621,249,534530737,249,567880525,249,585424178,249,586875522,6.318,33.350,17.544,1.451,52.345,58.663,12.582,-19.204
left,579935343,249,579935343,249,591898544,249,668058996,249,683565795,249,684917269,11.963,76.160,15.507,1.351,93.019,104.982,,
front,660182316,249,660182316,249,667937197,249,668058996,249,684548839,249,685915857,7.755,0.122,16.490,1.367,17.979,25.734,,
right,628256532,249,628256532,249,634300481,249,668058996,249,685744589,249,687144370,6.044,33.759,17.686,1.400,52.844,58.888,80.247,48.321
left,747362967,249,747362967,249,759068676,249,768037700,249,783762840,249,785357968,11.706,8.969,15.725,1.595,26.289,37.995,,
front,760136229,249,760136229,249,767818385,249,768037700,249,784845891,249,786117424,7.682,0.219,16.808,1.272,18.299,25.981,,
right,728212513,249,728212513,249,736552004,249,768037700,249,786179146,249,787735763,8.339,31.486,18.141,1.557,51.184,59.523,12.773,-19.150
left,847512198,249,847512198,249,856261722,249,869875192,249,886327590,249,888029389,8.750,13.613,16.452,1.702,31.768,40.517,,
front,860004839,249,860004839,249,869755470,249,869875192,249,887540362,249,888838871,9.751,0.120,17.665,1.299,19.083,28.834,,
right,828218339,249,828218339,249,834176822,249,869875192,249,888871470,249,890277124,5.958,35.698,18.996,1.406,56.100,62.059,12.493,-19.294
left,920391476,249,920391476,249,929395425,249,935233441,249,952993086,249,954378169,9.004,5.838,17.760,1.385,24.983,33.987,,
front,886452171,249,886452171,249,895209544,249,935233441,249,953999548,249,955416329,8.757,40.024,18.766,1.417,60.207,68.964,,
right,928241373,249,928241373,249,935106207,249,935233441,249,955551909,249,956874316,6.865,0.127,20.318,1.322,21.768,28.633,-33.939,7.850
left,979935717,249,979935717,249,989324001,250,067880628,250,083251441,250,084757633,9.388,78.557,15.371,1.506,95.434,104.822,,
front,60072289,250,060072289,250,067751082,250,067880628,250,084441060,250,086383625,7.679,0.130,16.560,1.943,18.633,26.311,,
right,28211837,250,028211837,250,034523135,250,067880628,250,086018731,250,087973884,6.311,33.357,18.138,1.955,53.451,59.762,80.137,48.276
left,79912411,250,079912411,250,089438015,250,168691860,250,184282085,250,185812169,9.526,79.254,15.590,1.530,96.374,105.900,,
front,160425081,250,160425081,250,168450523,250,168691860,250,185425619,250,186763916,8.025,0.241,16.734,1.338,18.313,26.339,,
right,128219981,250,128219981,250,135036636,250,168691860,250,186688095,250,187985682,6.817,33.655,17.996,1.298,52.949,59.766,80.513,48.308
left,247423776,250,247423776,250,257356395,250,268275588,250,283673156,250,285373082,9.933,10.919,15.398,1.700,28.017,37.949,,
front,260264083,250,260264083,250,268162945,250,268275588,250,284803673,250,286478286,7.899,0.113,16.528,1.675,18.315,26.214,,
right,228236946,250,228236946,250,234357104,250,268275588,250,286109822,250,287389520,6.120,33.918,17.834,1.280,53.032,59.153,12.840,-19.187
left,279997584,250,279997584,250,289760503,250,367867897,250,383448344,250,385054742,9.763,78.107,15.580,1.606,95.294,105.057,,
front,360215934,250,360215934,250,367753341,250,367867897,250,384779622,250,386619719,7.537,0.115,16.912,1.840,18.866,26.404,,
right,328327621,250,328327621,250,334366865,250,367867897,250,386184561,250,388022244,6.039,33.501,18.317,1.838,53.655,59.695,80.218,48.330
left,379887075,250,379887075,250,390047071,250,469542335,250,484983051,250,486827081,10.160,79.495,15.441,1.844,96.780,106.940,,
front,460488645,250,460488645,250,469454975,250,469542335,250,486158524,250,487705909,8.966,0.087,16.616,1.547,18.251,27.217,,
right,428261345,250,428261345,250,435050266,250,469542335,250,487634105,250,489046925,6.789,34.492,18.092,1.413,53.997,60.786,80.602,48.374
left,479931406,250,479931406,250,491401895,250,568985827,250,584742186,250,586293880,11.470,77.584,15.756,1.552,94.892,106.362,,
front,560375177,250,560375177,250,568894027,250,568985827,250,585916103,250,587342872,8.519,0.092,16.930,1.427,18.449,26.968,,
right,528242252,250,528242252,250,536525373,250,568985827,250,587290616,250,589362970,8.283,32.460,18.305,2.072,52.838,61.121,80.444,48.311
left,579969307,250,579969307,250,590662068,250,668407922,250,684015861,250,685464264,10.693,77.746,15.608,1.448,94.802,105.495,,
front,660520840,250,660520840,250,668283037,250,668407922,250,685145096,250,686549151,7.762,0.125,16.737,1.404,18.266,26.028,,
right,628256764,250,628256764,250,637818875,250,668407922,250,686450455,250,688611732,9.562,30.589,18.043,2.161,50.793,60.355,80.552,48.287
left,679876574,250,679876574,250,690947208,250,768241114,250,783918642,250,786083199,11.071,77.294,15.678,2.165,95.136,106.207,,
front,760090874,250,760090874,250,768110127,250,768241114,250,785392433,250,787139549,8.019,0.131,17.151,1.747,19.029,27.049,,
right,728247904,250,728247904,250,736142555,250,768241114,250,787121078,250,788979838,7.895,32.099,18.880,1.859,52.837,60.732,80.214,48.371
left,780012921,250,780012921,250,790630527,250,868091213,250,884294028,250,886007914,10.618,77.461,16.203,1.714,95.377,105.995,,
front,860044000,250,860044000,250,867981566,250,868091213,250,885688098,250,887083103,7.938,0.110,17.597,1.395,19.102,27.039,,
right,828242837,250,828242837,250,834599903,250,868091213,250,887105519,250,889053311,6.357,33.491,19.014,1.948,54.453,60.810,80.031,48.230
left,879952450,250,879952450,250,890298526,250,968274443,250,985727391,250,987250552,10.346,77.976,17.453,1.523,96.952,107.298,,
front,960342553,250,960342553,250,968165010,250,968274443,250,986843042,250,988361031,7.822,0.109,18.569,1.518,20.196,28.018,,
right,928239527,250,928239527,250,934210851,250,968274443,250,988092145,250,990279408,5.971,34.064,19.818,2.187,56.069,62.040,80.390,48.287
left,80043251,251,080043251,251,090328039,251,090456407,251,105906804,251,107356024,10.285,0.128,15.450,1.449,17.028,27.313,,
front,60172928,251,060172928,251,068089730,251,090456407,251,106889544,251,108155966,7.917,22.367,16.433,1.266,40.066,47.983,,
right,28252498,251,028252498,251,034570593,251,090456407,251,108136516,251,109269325,6.318,55.886,17.680,1.133,74.699,81.017,-19.870,-51.791
left,179983061,251,179983061,251,190407264,251,190518616,251,205971018,251,207408898,10.424,0.111,15.452,1.438,17.002,27.426,,
front,160143660,251,160143660,251,167789500,251,190518616,251,206998167,251,208298472,7.646,22.729,16.480,1.300,40.509,48.155,,
right,128259235,251,128259235,251,136720994,251,190518616,251,208255721,251,209629223,8.462,53.798,17.737,1.374,72.908,81.370,-19.839,-51.724
left,279986308,251,279986308,251,288844906,251,288933930,251,304592801,251,306166765,8.859,0.089,15.659,1.574,17.322,26.180,,
front,260238575,251,260238575,251,267680756,251,288933930,251,305805586,251,306982792,7.442,21.253,16.872,1.177,39.302,46.744,,
right,228252236,251,228252236,251,234321077,251,288933930,251,307015360,251,308460239,6.069,54.613,18.081,1.445,74.139,80.208,-19.748,-51.734
left,380035556,251,380035556,251,391294684,251,391374991,251,406747808,251,408352797,11.259,0.080,15.373,1.605,17.058,28.317,,
front,360197059,251,360197059,251,368432467,251,391374991,251,407793267,251,409044915,8.235,22.943,16.418,1.252,40.612,48.848,,
right,328253281,251,328253281,251,336614761,251,391374991,251,409059859,251,411443183,8.361,54.760,17.685,2.383,74.828,83.190,-19.838,-51.782
left,480008961,251,480008961,251,491107703,251,491227804,251,506993918,251,508584361,11.099,0.120,15.766,1.590,17.477,28.575,,
front,460296474,251,460296474,251,467753140,251,491227804,251,508051990,251,509306310,7.457,23.475,16.824,1.254,41.553,49.010,,
right,428275284,251,428275284,251,434944609,251,491227804,251,508954993,251,510154395,6.669,56.283,17.727,1.199,75.210,81.879,-19.712,-51.734
left,579988246,251,579988246,251,589900441,251,590015984,251,606514651,251,608158401,9.912,0.116,16.499,1.644,18.258,28.170,,
front,560142604,251,560142604,251,568073784,251,590015984,251,607506300,251,608875065,7.931,21.942,17.490,1.369,40.801,48.732,,
right,528262263,251,528262263,251,534566341,251,590015984,251,608668123,251,610111547,6.304,55.450,18.652,1.443,75.545,81.849,-19.846,-51.726
left,679994753,251,679994753,251,691040848,251,691135257,251,706633093,251,708366679,11.046,0.094,15.498,1.734,17.326,28.372,,
front,660488837,251,660488837,251,669615789,251,691135257,251,707738529,251,708963744,9.127,21.519,16.603,1.225,39.348,48.475,,
right,628273543,251,628273543,251,636160334,251,691135257,251,708689433,251,709906455,7.887,54.975,17.554,1.217,73.746,81.633,-19.506,-51.721
left,780015231,251,780015231,251,788869665,251,788971835,251,804151809,251,805799084,8.854,0.102,15.180,1.647,16.929,25.784,,
front,760293477,251,760293477,251,770975318,251,788971835,251,805249853,251,806425237,10.682,17.997,16.278,1.175,35.450,46.132,,
right,728277879,251,728277879,251,736623700,251,788971835,251,806177969,251,807347161,8.346,52.348,17.206,1.169,70.723,79.069,-19.722,-51.737
left,880038886,251,880038886,251,891390785,251,891494430,251,907196816,251,908832753,11.352,0.104,15.702,1.636,17.442,28.794,,
front,860147726,251,860147726,251,868366746,251,891494430,251,908232222,251,909366285,8.219,23.128,16.738,1.134,41.000,49.219,,
right,828252338,251,828252338,251,836482790,251,891494430,251,909139782,251,910179592,8.230,55.012,17.645,1.040,73.697,81.927,-19.891,-51.787
left,980211228,251,980211228,251,989274790,251,989381074,252,005017890,252,006570465,9.064,0.106,15.637,1.553,17.296,26.359,,
front,960597333,251,960597333,251,968041304,251,989381074,252,006015173,252,007032781,7.444,21.340,16.634,1.018,38.991,46.435,,
