camera_id,packet_seq_num,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms,lost_pkts_since_last,total_lost_pkts_cam
left,130,350198668,15702,350198668,15702,350198668,15702,352064229,15702,357904406,15702,359015207,0.000,1.866,5.840,1.111,8.817,8.817,,,0,0
front,155,368109887,15702,368109887,15702,368109887,15702,370107554,15702,375739803,15702,376985809,0.000,1.998,5.632,1.246,8.876,8.876,,,0,0
right,104,405240820,15702,405240820,15702,405240820,15702,406902987,15702,413579409,15702,415521227,0.000,1.662,6.676,1.942,10.280,10.280,,,0,0
left,131,450217776,15702,450217776,15702,450217776,15702,452377399,15702,458331423,15702,459430219,0.000,2.160,5.954,1.099,9.212,9.212,,,0,0
front,156,468120477,15702,468120477,15702,468120477,15702,470184551,15702,475862754,15702,477109234,0.000,2.064,5.678,1.246,8.989,8.989,,,0,0
right,105,505249226,15702,505249226,15702,505249226,15702,506882279,15702,513170425,15702,514282372,0.000,1.633,6.288,1.112,9.033,9.033,,,0,0
left,132,550219724,15702,550219724,15702,550219724,15702,552202503,15702,557785162,15702,558935269,0.000,1.983,5.583,1.150,8.716,8.716,,,0,0
front,157,568125036,15702,568125036,15702,568125036,15702,569867429,15702,575552622,15702,576814221,0.000,1.742,5.685,1.262,8.689,8.689,,,0,0
right,106,605267082,15702,605267082,15702,605267082,15702,607050681,15702,613203677,15702,615251876,0.000,1.784,6.153,2.048,9.985,9.985,,,0,0
left,133,650217141,15702,650217141,15702,650217141,15702,652479613,15702,658187129,15702,659436919,0.000,2.262,5.708,1.250,9.220,9.220,,,0,0
front,158,668112747,15702,668112747,15702,668112747,15702,670073280,15702,675723786,15702,676875476,0.000,1.961,5.651,1.152,8.763,8.763,,,0,0
right,107,705260809,15702,705260809,15702,705260809,15702,706975841,15702,713244027,15702,714453386,0.000,1.715,6.268,1.209,9.193,9.193,,,0,0
left,134,750315557,15702,750315557,15702,750315557,15702,751848977,15702,757634935,15702,758982918,0.000,1.533,5.786,1.348,8.667,8.667,,,0,0
front,159,768099628,15702,768099628,15702,768099628,15702,770158914,15702,775786059,15702,776900379,0.000,2.059,5.627,1.114,8.801,8.801,,,0,0
right,108,805264613,15702,805264613,15702,805264613,15702,807399496,15702,813758665,15702,814941580,0.000,2.135,6.359,1.183,9.677,9.677,,,0,0
left,135,850311963,15702,850311963,15702,850311963,15702,852720504,15702,858976394,15702,860888119,0.000,2.409,6.256,1.912,10.576,10.576,,,0,0
front,160,868100219,15702,868100219,15702,868100219,15702,869335004,15702,875043142,15702,876044440,0.000,1.235,5.708,1.001,7.944,7.944,,,0,0
right,109,905260547,15702,905260547,15702,905260547,15702,907157446,15702,913211629,15702,914453344,0.000,1.897,6.054,1.242,9.193,9.193,,,0,0
left,136,950253655,15702,950253655,15702,950253655,15702,952374865,15702,958213699,15702,959334248,0.000,2.121,5.839,1.121,9.081,9.081,,,0,0
front,161,968102190,15702,968102190,15702,968102190,15702,970009174,15702,975820075,15702,977013764,0.000,1.907,5.811,1.194,8.912,8.912,,,0,0
right,110,5289699,15703,005289699,15703,005289699,15703,007315698,15703,013434809,15703,014798578,0.000,2.026,6.119,1.364,9.509,9.509,,,0,0
left,137,50251720,15703,050251720,15703,050251720,15703,052129775,15703,057867971,15703,058943257,0.000,1.878,5.738,1.075,8.692,8.692,,,0,0
front,162,68147576,15703,068147576,15703,068147576,15703,070176463,15703,076384551,15703,078303771,0.000,2.029,6.208,1.919,10.156,10.156,,,0,0
